Part_Desc_;Rework;Work_Order_Qty;Case ID;label;Activity;Resource;Report_Type;Resource.1;Qty_Completed;Qty_for_MRB;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases;en_event;nr_cases;nr_past_events;nr_ongoing_cases;cr_cases_intensity;complete_cases_intensity;hour_day;day_week;day_month;month_year
Spur Gear;missing;20;Case9;regular;Turning - Machine 9;ID3846;S;Machine 9 - Turning & Milling;1;0;87.0;2012-01-30 17:34:00;1054;1;0;17;95.0;95.0;2;31;12;33;0.0;41;0.042105263157894736;0.010526315789473684;13.0;3.0;4.0;1.0
Spinner;missing;100;Case256;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;144.0;2012-01-30 17:54:00;1074;1;0;17;153.0;20163.0;13;31;14;33;12.0;4;0.35947712418300654;0.0015374696225760056;9.0;4.0;5.0;1.0
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;1;0;195.0;2012-01-30 18:02:00;1082;1;0;18;196.0;223.0;3;31;15;33;0.0;2;0.05102040816326531;0.008968609865470852;11.0;4.0;5.0;1.0
Cable Head;missing;33;Case19;deviant;Turning & Milling Q.C.;ID4163;S;Quality Check 1;0;0;65.0;2012-01-30 18:05:00;1085;1;0;18;115.0;115.0;2;31;13;33;0.0;41;0.05217391304347826;0.008695652173913044;1.0;4.0;5.0;1.0
Spur Gear;missing;20;Case9;regular;Turning - Machine 9;ID3846;D;Machine 9 - Turning & Milling;19;0;208.0;2012-01-30 21:03:00;1263;1;0;21;209.0;304.0;3;31;12;33;0.0;41;0.028708133971291867;0.003289473684210526;13.0;3.0;4.0;1.0
Ballnut;Y;315;Case260;deviant;Turning & Milling - Machine 6;ID4429;D;Machine 6 - Turning & Milling;20;0;445.0;2012-01-30 23:28:00;1408;1;0;23;459.0;31258.0;25;31;27;33;22.0;15;0.17429193899782136;0.0016315823149273786;9.0;7.0;15.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;63;0;961.0;2012-01-30 23:38:00;1418;1;0;23;400.0;18367.0;65;31;66;33;63.0;19;0.1225;0.0015244732400500898;7.0;2.0;31.0;1.0
Spur Gear;missing;36;Case40;regular;Turning - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;156.0;2012-01-30 23:41:00;1421;1;0;23;0.0;0.0;1;32;11;34;0.0;48;0;0;12.0;3.0;4.0;1.0
Plug;missing;13;Case25;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;5;0;469.0;2012-01-30 23:58:00;1438;1;0;23;485.0;16532.0;15;32;23;34;10.0;2;0.09278350515463918;0.0014517299782240503;23.0;2.0;10.0;1.0
Ballnut;missing;3;Case74;regular;Packing;ID4820;D;Packing;3;0;60.0;2012-01-31 01:00:00;60;1;1;1;0.0;0.0;1;33;3;35;0.0;48;0;0;16.0;1.0;2.0;1.0
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-01-31 01:15:00;75;1;1;1;497.0;10735.0;9;33;24;35;7.0;41;0.08450704225352113;0.0017699115044247787;1.0;3.0;11.0;1.0
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 3;ID4385;D;Machine 3 - Round Grinding;28;0;600.0;2012-01-31 06:30:00;390;1;1;6;810.0;36878.0;30;33;51;35;29.0;48;0.1037037037037037;0.001491404089158848;12.0;4.0;26.0;1.0
Cable Head;missing;33;Case19;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;32;0;650.0;2012-01-31 06:40:00;400;1;1;6;755.0;870.0;3;33;13;35;2.0;41;0.013245033112582781;0.0011494252873563218;1.0;4.0;5.0;1.0
Ballnut;Y;315;Case260;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;20;0;430.0;2012-01-31 06:44:00;404;1;1;6;436.0;31694.0;26;33;27;35;22.0;15;0.18807339449541285;0.0016091373761595255;9.0;7.0;15.0;1.0
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;ID4794;D;Machine 8 - Turning & Milling;11;0;641.0;2012-01-31 06:45:00;405;1;1;6;763.0;986.0;4;33;15;35;3.0;2;0.015727391874180863;0.002028397565922921;11.0;4.0;5.0;1.0
Flange;missing;221;Case218;regular;other;other;D;other;35;0;594.0;2012-01-31 06:51:00;411;1;1;6;893.0;893.0;2;33;8;35;1.0;48;0.012318029115341545;0.0011198208286674132;16.0;2.0;3.0;1.0
Cable Head;missing;557;Case18;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;2;76;14.0;2012-01-31 07:14:00;434;1;1;7;456.0;18823.0;66;32;66;34;63.0;19;0.1118421052631579;0.0014875418371141688;7.0;2.0;31.0;1.0
Spinner;missing;53;Case175;deviant;Round Grinding - Q.C.;ID4287;D;Quality Check 1;0;0;30.0;2012-01-31 07:30:00;450;1;1;7;0.0;0.0;1;32;1;35;0.0;5;0;0;4.0;1.0;2.0;1.0
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;86.0;2012-01-31 08:40:00;520;1;1;8;130.0;37008.0;31;32;51;35;30.0;48;0.6461538461538462;0.001540207522697795;12.0;4.0;26.0;1.0
Ballnut;missing;3;Case74;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;36.0;2012-01-31 08:40:00;520;1;1;8;460.0;460.0;2;32;3;35;1.0;48;0.013043478260869565;0.004347826086956522;16.0;1.0;2.0;1.0
Ballnut;Y;315;Case260;deviant;Turning & Milling - Machine 6;ID4529;D;Machine 6 - Turning & Milling;7;0;141.0;2012-01-31 09:29:00;569;1;1;9;165.0;31859.0;27;31;27;34;22.0;15;0.49696969696969695;0.0016635801500360966;9.0;7.0;15.0;1.0
Spur Gear;missing;36;Case40;regular;Turning - Machine 9;ID4641;S;Machine 9 - Turning & Milling;1;0;137.0;2012-01-31 09:34:00;574;1;1;9;593.0;593.0;2;31;11;34;1.0;48;0.013490725126475547;0.00505902192242833;12.0;3.0;4.0;1.0
Spinner;missing;100;Case256;deviant;Turning & Milling - Machine 10;ID4132;S;Machine 10 - Grinding;1;0;232.0;2012-01-31 11:39:00;699;1;1;11;1065.0;21228.0;14;30;14;33;13.0;4;0.05352112676056338;0.0016016581872997928;9.0;4.0;5.0;1.0
Cable Head;missing;185;Case225;deviant;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;32;0;217.0;2012-01-31 12:07:00;727;1;1;12;207.0;37215.0;32;30;51;33;30.0;48;0.4057971014492754;0.0015853822383447534;12.0;4.0;26.0;1.0
Cable Head;missing;185;Case225;deviant;Final Inspection Q.C.;ID4163;D;Quality Check 1;0;0;230.0;2012-01-31 12:50:00;770;1;1;12;43.0;37258.0;33;30;51;33;30.0;48;1.9534883720930232;0.001583552525632079;12.0;4.0;26.0;1.0
Slip Ring Adapter;missing;80;Case195;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;80;0;185.0;2012-01-31 15:05:00;905;1;1;15;0.0;0.0;1;31;14;34;0.0;48;0;0;9.0;4.0;5.0;1.0
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 3;ID4872;D;Machine 3 - Round Grinding;26;0;536.0;2012-01-31 15:56:00;956;1;1;15;186.0;37444.0;34;31;51;34;30.0;48;0.45698924731182794;0.001575686358295054;12.0;4.0;26.0;1.0
Ballnut;missing;10;Case46;regular;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;0;0;387.0;2012-01-31 15:57:00;957;1;1;15;3762.0;3762.0;2;31;11;34;1.0;41;0.007708665603402445;0.003721424774056353;12.0;3.0;4.0;1.0
Gauge;missing;40;Case77;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;0;0;386.0;2012-01-31 16:01:00;961;1;1;16;0.0;0.0;1;32;5;35;0.0;7;0;0;7.0;2.0;3.0;1.0
Cable Head;missing;30;Case48;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;461.0;2012-01-31 16:08:00;968;1;1;16;0.0;0.0;1;33;5;36;0.0;18;0;0;7.0;2.0;3.0;1.0
Cable Head;missing;33;Case19;deviant;Turning & Milling Q.C.;ID4163;D;Quality Check 1;33;0;80.0;2012-01-31 16:10:00;970;1;1;16;570.0;1440.0;4;33;13;36;2.0;41;0.02631578947368421;0.003472222222222222;1.0;4.0;5.0;1.0
Ballnut;missing;3;Case74;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;3;0;75.0;2012-01-31 16:26:00;986;1;1;16;466.0;926.0;3;32;3;35;1.0;48;0.023605150214592276;0.004319654427645789;16.0;1.0;2.0;1.0
Spur Gear;missing;36;Case40;regular;Turning - Machine 9;ID3846;S;Machine 9 - Turning & Milling;1;0;26.0;2012-01-31 16:39:00;999;1;1;16;425.0;1018.0;3;32;11;35;1.0;48;0.02823529411764706;0.004911591355599214;12.0;3.0;4.0;1.0
Spur Gear;missing;36;Case40;regular;Turning - Machine 9;ID3846;D;Machine 9 - Turning & Milling;4;0;48.0;2012-01-31 17:28:00;1048;1;1;17;49.0;1067.0;4;32;11;35;3.0;48;0.24489795918367346;0.004686035613870665;12.0;3.0;4.0;1.0
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;other;D;Machine 8 - Turning & Milling;23;0;660.0;2012-01-31 18:00:00;1080;1;1;18;675.0;1661.0;5;32;15;35;3.0;2;0.023703703703703703;0.004214328717639976;11.0;4.0;5.0;1.0
Ballnut;missing;10;Case46;regular;Turning & Milling - Machine 6;ID4429;S;Machine 6 - Turning & Milling;0;0;185.0;2012-01-31 20:06:00;1206;1;1;20;249.0;4011.0;3;32;11;35;2.0;41;0.12449799196787148;0.0037397157816005983;12.0;3.0;4.0;1.0
Ballnut;missing;10;Case46;regular;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;1;0;156.0;2012-01-31 22:40:00;1360;1;1;22;154.0;4165.0;4;32;11;35;2.0;41;0.2012987012987013;0.003601440576230492;12.0;3.0;4.0;1.0
Plug;missing;13;Case25;deviant;Round Grinding - Manual;ID4528;D;Machine 27 - Grinding;2;0;64.0;2012-01-31 23:29:00;1409;1;1;23;1411.0;17943.0;16;32;23;35;15.0;2;0.03472714386959603;0.0016162291701499192;23.0;2.0;10.0;1.0
Cable Head;missing;185;Case225;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;24;0;454.0;2012-01-31 23:31:00;1411;1;1;23;455.0;37899.0;35;32;51;35;30.0;48;0.1912087912087912;0.0015831552283701417;12.0;4.0;26.0;1.0
Spur Gear;missing;36;Case40;regular;Turning - Machine 9;ID3846;B;Machine 9 - Turning & Milling;0;0;368.0;2012-01-31 23:37:00;1417;1;1;23;369.0;1436.0;5;32;11;35;3.0;48;0.032520325203252036;0.003481894150417827;12.0;3.0;4.0;1.0
Cable Head;missing;30;Case48;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;2;0;247.0;2012-01-31 23:55:00;1435;1;1;23;467.0;467.0;2;32;5;35;1.0;18;0.01284796573875803;0.0021413276231263384;7.0;2.0;3.0;1.0
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-01 01:15:00;75;2;2;1;1440.0;12175.0;10;32;24;35;9.0;41;0.03125;0.001971252566735113;1.0;3.0;11.0;1.0
Ballnut;missing;10;Case46;regular;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;9;0;280.0;2012-02-01 03:21:00;201;2;2;3;281.0;4446.0;5;32;11;35;2.0;41;0.1103202846975089;0.0033738191632928477;12.0;3.0;4.0;1.0
Spur Gear;missing;36;Case40;regular;Turning - Machine 9;ID4932;D;Machine 9 - Turning & Milling;30;0;416.0;2012-02-01 06:43:00;403;2;2;6;426.0;1862.0;6;32;11;35;3.0;48;0.028169014084507043;0.0026852846401718583;12.0;3.0;4.0;1.0
Cable Head;missing;30;Case48;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;23;0;407.0;2012-02-01 06:43:00;403;2;2;6;408.0;875.0;3;32;5;35;1.0;18;0.01715686274509804;0.001142857142857143;7.0;2.0;3.0;1.0
Flange;missing;221;Case218;regular;other;other;D;other;23;0;554.0;2012-02-01 06:55:00;415;2;2;6;1444.0;2337.0;3;32;8;35;2.0;48;0.01038781163434903;0.0025673940949935813;16.0;2.0;3.0;1.0
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;218.0;2012-02-01 07:00:00;420;2;2;7;0.0;0.0;1;33;14;36;0.0;48;0;0;9.0;4.0;5.0;1.0
Spur Gear;missing;36;Case40;regular;Turning Q.C.;ID4618;D;Quality Check 1;36;0;28.0;2012-02-01 07:23:00;443;2;2;7;40.0;1902.0;7;33;11;36;6.0;48;0.325;0.0026288117770767614;12.0;3.0;4.0;1.0
Spur Gear;missing;20;Case9;regular;Turning Q.C.;ID4618;D;Quality Check 1;20;0;7.0;2012-02-01 07:30:00;450;2;2;7;2067.0;2371.0;4;33;12;36;3.0;41;0.0077406869859700045;0.0025305778152678194;13.0;3.0;4.0;1.0
Cable Head;missing;30;Case48;deviant;Turning & Milling Q.C.;ID4287;D;Quality Check 1;0;0;100.0;2012-02-01 08:40:00;520;2;2;8;117.0;992.0;4;33;5;36;1.0;18;0.08547008547008547;0.0010080645161290322;7.0;2.0;3.0;1.0
Cable Head;missing;33;Case19;deviant;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;33;0;52.0;2012-02-01 09:19:00;559;2;2;9;1029.0;2469.0;5;33;13;36;4.0;41;0.015549076773566569;0.002430133657351154;1.0;4.0;5.0;1.0
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;12;0;40.0;2012-02-01 09:47:00;587;2;2;9;512.0;12687.0;11;33;24;36;10.0;41;0.08984375;0.0018917001655237645;1.0;3.0;11.0;1.0
Housing;missing;20;Case34;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;20;0;34.0;2012-02-01 09:54:00;594;2;2;9;2874.0;3851.0;7;33;21;36;6.0;41;0.008698677800974252;0.003116073747078681;23.0;1.0;9.0;1.0
Ballnut;missing;30;Case223;regular;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;12;0;20.0;2012-02-01 10:07:00;607;2;2;10;20.0;12707.0;12;33;24;36;11.0;41;2.3;0.0018887227512394743;1.0;3.0;11.0;1.0
Ballnut;missing;10;Case46;regular;Turning & Milling Q.C.;ID4287;D;Quality Check 1;10;0;115.0;2012-02-01 11:11:00;671;2;2;11;470.0;4916.0;6;33;11;36;2.0;41;0.06808510638297872;0.0030512611879576893;12.0;3.0;4.0;1.0
Spur Gear;missing;20;Case9;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;0;0;84.0;2012-02-01 11:18:00;678;2;2;11;228.0;2599.0;5;33;12;36;4.0;41;0.07456140350877193;0.002308580223162755;13.0;3.0;4.0;1.0
Housing;missing;20;Case34;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;1;0;2.0;2012-02-01 11:20:00;680;2;2;11;86.0;3937.0;8;33;21;36;7.0;41;0.29069767441860467;0.003048006096012192;23.0;1.0;9.0;1.0
Plug;missing;13;Case25;deviant;Round Grinding - Manual;ID4872;D;Machine 27 - Grinding;5;0;240.0;2012-02-01 11:26:00;686;2;2;11;717.0;18660.0;17;33;23;36;16.0;2;0.0697350069735007;0.0015541264737406217;23.0;2.0;10.0;1.0
Cable Head;missing;30;Case48;deviant;Turning & Milling - Machine 4;ID4167;D;Machine 4 - Turning & Milling;5;0;148.0;2012-02-01 11:28:00;688;2;2;11;168.0;1160.0;5;32;5;35;1.0;18;0.06547619047619048;0.0008620689655172414;7.0;2.0;3.0;1.0
Housing;missing;20;Case34;regular;Round Grinding - Machine 12;ID4872;S;Machine 12 - Grinding;0;0;11.0;2012-02-01 11:41:00;701;2;2;11;21.0;3958.0;9;32;21;35;7.0;41;1.1904761904761905;0.003284487114704396;23.0;1.0;9.0;1.0
Punch Holder;missing;350;Case267;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;125;0;109.0;2012-02-01 12:51:00;771;2;2;12;3711.0;38573.0;39;32;78;35;38.0;48;0.023713284828887092;0.0015814170533793067;11.0;2.0;28.0;2.0
Plug;missing;13;Case25;deviant;Round Grinding - Q.C.;ID4287;D;Quality Check 1;13;0;160.0;2012-02-01 13:50:00;830;2;2;13;144.0;18804.0;18;32;23;35;17.0;2;0.3472222222222222;0.001595405232929164;23.0;2.0;10.0;1.0
Housing;missing;20;Case34;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;19;0;151.0;2012-02-01 13:52:00;832;2;2;13;131.0;4089.0;10;32;21;35;7.0;41;0.19083969465648856;0.0031792614331132307;23.0;1.0;9.0;1.0
Punch Holder;missing;350;Case267;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;55;0;39.0;2012-02-01 14:02:00;842;2;2;14;71.0;38644.0;40;32;78;35;39.0;48;1.2394366197183098;0.001578511541248318;11.0;2.0;28.0;2.0
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID4445;S;Machine 3 - Round Grinding;0;0;130.0;2012-02-01 14:34:00;874;2;2;14;4414.0;43304.0;7;32;21;35;5.0;48;0.022202084277299503;0.0016164788472196564;23.0;1.0;9.0;1.0
Housing;missing;20;Case34;regular;Round Grinding - Machine 12;ID4872;S;Machine 12 - Grinding;0;0;34.0;2012-02-01 14:46:00;886;2;2;14;54.0;4143.0;11;32;21;35;7.0;41;0.48148148148148145;0.00313782283369539;23.0;1.0;9.0;1.0
Ballnut;missing;10;Case46;regular;Lapping - Machine 1;ID0998;D;Machine 1 - Lapping;10;0;0.0;2012-02-01 14:50:00;890;2;2;14;219.0;5135.0;7;32;11;35;2.0;41;0.1461187214611872;0.00311587147030185;12.0;3.0;4.0;1.0
Flange;missing;221;Case218;regular;other;other;D;other;66;0;480.0;2012-02-01 15:00:00;900;2;2;15;485.0;2822.0;4;32;8;35;3.0;48;0.03917525773195876;0.0024805102763997165;16.0;2.0;3.0;1.0
Ballnut;missing;30;Case223;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;20.0;2012-02-01 15:00:00;900;2;2;15;293.0;13000.0;13;32;24;35;11.0;41;0.15699658703071673;0.0019230769230769232;1.0;3.0;11.0;1.0
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4529;S;Machine 6 - Turning & Milling;1;0;479.0;2012-02-01 15:01:00;901;2;2;15;481.0;481.0;2;32;14;35;1.0;48;0.02286902286902287;0.002079002079002079;9.0;4.0;5.0;1.0
Ballnut;missing;10;Case46;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;0;0;53.0;2012-02-01 15:56:00;956;2;2;15;66.0;5201.0;8;32;11;35;2.0;41;0.48484848484848486;0.0030763314747164006;12.0;3.0;4.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4167;S;Machine 4 - Turning & Milling;0;0;273.0;2012-02-01 16:02:00;962;2;2;16;0.0;0.0;1;33;19;36;0.0;48;0;0;12.0;1.0;9.0;1.0
Gauge;missing;40;Case77;deviant;Turning & Milling - Machine 9;ID4641;S;Machine 9 - Turning & Milling;0;0;316.0;2012-02-01 16:04:00;964;2;2;16;1443.0;1443.0;2;33;5;36;0.0;7;0.010395010395010396;0.001386001386001386;7.0;2.0;3.0;1.0
Ballnut;missing;10;Case46;regular;Laser Marking - Machine 7;ID0998;D;Machine 7- Laser Marking;10;0;75.0;2012-02-01 16:05:00;965;2;2;16;9.0;5210.0;9;33;11;36;2.0;41;3.6666666666666665;0.003071017274472169;12.0;3.0;4.0;1.0
Ballnut;missing;50;Case258;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;309.0;2012-02-01 16:08:00;968;2;2;16;2929.0;22568.0;13;32;13;35;9.0;48;0.02116763400477979;0.0016394895427153493;1.0;4.0;5.0;1.0
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;ID0997;S;Machine 8 - Turning & Milling;0;0;579.0;2012-02-01 16:39:00;999;2;2;16;1359.0;3020.0;6;32;15;35;5.0;2;0.01545253863134658;0.002980132450331126;11.0;4.0;5.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 5;ID4429;S;Machine 5 - Turning & Milling;1;0;41.0;2012-02-01 16:43:00;1003;2;2;16;41.0;41.0;2;32;19;35;0.0;48;0.07317073170731707;0.024390243902439025;12.0;1.0;9.0;1.0
Housing;missing;20;Case34;regular;Round Grinding - Machine 12;ID4528;S;Machine 12 - Grinding;1;0;76.0;2012-02-01 17:26:00;1046;2;2;17;160.0;4303.0;12;32;21;35;7.0;41;0.16875;0.0032535440390425285;23.0;1.0;9.0;1.0
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;ID0997;D;Machine 8 - Turning & Milling;13;0;78.0;2012-02-01 17:57:00;1077;2;2;17;78.0;3098.0;7;32;15;35;6.0;2;0.2692307692307692;0.002905100064557779;11.0;4.0;5.0;1.0
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;22;0;205.0;2012-02-01 17:59:00;1079;2;2;17;205.0;43509.0;8;32;21;35;5.0;48;0.48292682926829267;0.0016318462846767335;23.0;1.0;9.0;1.0
Punch Holder;missing;350;Case267;deviant;Laser Marking - Machine 7;ID4882;D;Machine 7- Laser Marking;50;0;33.0;2012-02-01 17:59:00;1079;2;2;17;237.0;38881.0;41;32;78;35;39.0;48;0.3755274261603376;0.0015946091921504077;11.0;2.0;28.0;2.0
Housing;missing;20;Case34;regular;Round Grinding - Machine 12;ID4528;D;Machine 12 - Grinding;8;0;51.0;2012-02-01 18:18:00;1098;2;2;18;52.0;4355.0;13;32;21;35;7.0;41;0.5192307692307693;0.003214695752009185;23.0;1.0;9.0;1.0
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4429;D;Machine 6 - Turning & Milling;16;0;190.0;2012-02-01 19:54:00;1194;2;2;19;293.0;774.0;3;32;14;35;1.0;48;0.04778156996587031;0.002583979328165375;9.0;4.0;5.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;92.0;2012-02-01 21:18:00;1278;2;2;21;275.0;316.0;3;32;19;35;0.0;48;0.025454545454545455;0.0031645569620253164;12.0;1.0;9.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;2;0;98.0;2012-02-01 22:56:00;1376;2;2;22;98.0;414.0;4;32;19;35;0.0;48;0.07142857142857142;0.0024154589371980675;12.0;1.0;9.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;S;Machine 4 - Turning & Milling;0;0;41.0;2012-02-01 23:38:00;1418;2;2;23;42.0;456.0;5;32;19;35;0.0;48;0.16666666666666666;0.0021929824561403508;12.0;1.0;9.0;1.0
Ballnut;missing;250;Case28;deviant;Turning & Milling - Machine 6;ID4794;S;Machine 6 - Turning & Milling;0;0;169.0;2012-02-01 23:39:00;1419;2;2;23;0.0;0.0;1;33;16;36;0.0;19;0;0;1.0;1.0;9.0;1.0
Gauge;missing;40;Case77;deviant;Turning & Milling - Machine 9;ID3846;S;Machine 9 - Turning & Milling;0;0;456.0;2012-02-01 23:42:00;1422;2;2;23;458.0;1901.0;3;33;5;36;2.0;7;0.034934497816593885;0.0015781167806417674;7.0;2.0;3.0;1.0
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;0.0;13615.0;14;33;24;36;11.0;41;48;0.0019096584649283877;1.0;3.0;11.0;1.0
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;0.0;13615.0;15;33;24;36;14.0;41;48;0.0019096584649283877;1.0;3.0;11.0;1.0
Ballnut;missing;30;Case223;regular;Flat Grinding - Machine 11;ID4882;D;Machine 11 - Grinding;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;615.0;13615.0;16;33;24;36;14.0;41;0.07804878048780488;0.0019096584649283877;1.0;3.0;11.0;1.0
Punch Holder;missing;350;Case267;deviant;Lapping - Machine 1;ID4882;D;Machine 1 - Lapping;0;0;75.0;2012-02-02 01:15:00;75;2;3;1;436.0;39317.0;42;33;78;36;39.0;48;0.20642201834862386;0.0015769260116489051;11.0;2.0;28.0;2.0
Ballnut;missing;36;Case37;deviant;Turning & Milling - Machine 8;ID4932;D;Machine 8 - Turning & Milling;23;0;389.0;2012-02-02 03:48:00;228;2;3;3;591.0;3689.0;8;33;15;36;7.0;2;0.03722504230118443;0.002439685551640011;11.0;4.0;5.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID4932;D;Machine 4 - Turning & Milling;16;0;425.0;2012-02-02 06:44:00;404;2;3;6;426.0;882.0;6;33;19;36;5.0;48;0.02112676056338028;0.0011337868480725624;12.0;1.0;9.0;1.0
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID0420;D;Machine 3 - Round Grinding;45;0;623.0;2012-02-02 06:47:00;407;2;3;6;768.0;44277.0;9;33;21;36;8.0;48;0.13020833333333334;0.0016035413420060077;23.0;1.0;9.0;1.0
Bearing;missing;163;Case240;deviant;Turning & Milling - Machine 6;ID4794;D;Machine 6 - Turning & Milling;52;0;651.0;2012-02-02 06:47:00;407;2;3;6;653.0;1427.0;4;33;14;36;1.0;48;0.022970903522205207;0.001401541695865452;9.0;4.0;5.0;1.0
Ballnut;missing;10;Case46;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;10;0;12.0;2012-02-02 07:01:00;421;2;3;7;896.0;6106.0;10;33;11;36;9.0;41;0.03794642857142857;0.0027841467409105798;12.0;3.0;4.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 4;ID0997;D;Machine 4 - Turning & Milling;2;0;64.0;2012-02-02 09:13:00;553;2;3;9;149.0;1031.0;7;33;19;36;5.0;48;0.06040268456375839;0.0009699321047526673;12.0;1.0;9.0;1.0
Punch Holder;missing;350;Case188;deviant;Final Inspection Q.C.;ID4618;D;Quality Check 1;0;0;4.0;2012-02-02 09:23:00;563;2;3;9;156.0;44433.0;10;33;21;36;9.0;48;0.6410256410256411;0.001597911462201517;23.0;1.0;9.0;1.0
Cable Head;missing;53;Case38;deviant;Turning & Milling - Machine 5;ID0997;D;Machine 5 - Turning & Milling;0;0;75.0;2012-02-02 09:23:00;563;2;3;9;10.0;1041.0;8;33;19;36;5.0;48;0.9;0.0009606147934678194;12.0;1.0;9.0;1.0
Ballnut;missing;30;Case223;regular;Final Inspection Q.C.;ID4287;D;Quality Check 1;12;0;120.0;2012-02-02 09:30:00;570;2;3;9;495.0;14110.0;17;33;24;36;16.0;41;0.09696969696969697;0.001842664776754075;1.0;3.0;11.0;1.0
Punch Holder;missing;350;Case188;deviant;Round Grinding - Machine 3;ID4445;D;Machine 3 - Round Grinding;10;0;175.0;2012-02-02 09:57:00;597;2;3;9;34.0;44467.0;11;33;21;36;9.0;48;2.9411764705882355;0.0015966896799874063;23.0;1.0;9.0;1.0
